Time,Female,Male,Wage gap,Country,Country_developementindex
2014,2195,3134,0.201800798,Japan,Developed
2014,4299.5,5386.5,0.175190732,Iceland,Developed
2014,2919,3539,-0.034351145,Italy,Developed
2014,4336,4192,-0.051612903,Isle of Man,Developed
2014,163,155,0.110749186,Indonesia,Developing
2014,273,307,0.303303303,Moldova,Developing
2014,116,166.5,0.281467719,Mali,Developing
2014,3094,4306,0.063186813,New Zealand,Developed
2014,682,728,0.095392078,Panama,Developing
2014,5595,6185,0.248952723,Denmark,Developed
2014,1255,1671,0.19802932,Estonia,Developed
2014,3337,4161,0.060626703,United States,Developed
2014,1379,1468,0.192573099,Saudi Arabia,Developing
2014,6903.5,8550,0.2,Switzerland,Developed
2014,138,172.5,0.106863597,Cambodia,Developing
2014,1028,1151,0.407917384,Turkey,Developing
2014,172,290.5,0.049056604,Cameroon,Developing
2014,504,530,0.129732592,Bosnia and Herzegovina,Developing
2014,3287,3777,0.159883721,France,Developed
2014,433.5,516,0.182254197,Thailand,Developing
2014,682,834,0.454545455,Brazil,Developing
2014,54,99,0.019637462,Togo,Developing
2014,324.5,331,0.05530303,El Salvador,Developing
2014,1247,1320,0.148179509,Brunei Darussalam,Developing
2014,503,590.5,-0.171428571,Bulgaria,Developing
2014,61.5,52.5,0.260542169,Burundi,Developing
2014,245.5,332,0.353715898,Ukraine,Developing
2014,343.5,531.5,0.148833113,Georgia,Developing
2014,3866,4542,0.056277056,Finland,Developed
2014,218,231,0.114285714,Comoros,Developing
2014,155,175,0.093530966,Sri Lanka,Developing
2014,3944.5,4351.5,0.193940734,Belgium,Developed
2014,3645,4522,0.263933262,Germany,Developed
2014,2073.5,2817,0.176083379,Cyprus,Developing
2014,751,911.5,0.068457539,Argentina,Developing
2014,2150,2308,0.135802469,Slovenia,Developed
2014,210,243,-0.102434077,Viet Nam,Developing
2014,543.5,493,0.303225806,Ecuador,Developing
2014,270,387.5,0.191625266,Armenia,Developing
2014,1139,1409,-0.064902331,Czechia,Developing
2014,845,793.5,0.310872894,Costa Rica,Developing
2014,450,653,0.211149659,Azerbaijan,Developing
2014,3297,4179.5,0.283809524,Austria,Developed
2014,188,262.5,0.132436261,"Tanzania, United Republic of",Developing
2014,2450,2824,0.304255319,Spain,Developed
2014,327,470,0.045673077,Bolivia,Developing
2014,397,416,0.061360605,Guatemala,Developing
2014,2111,2249,0.047552726,Greece,Developed
2014,4787,5026,0.225177305,Sweden,Developed
2014,874,1128,0.133123028,Uruguay,Developing
2014,1374,1585,0.282051282,Croatia,Developing
2015,112,156,0.033986928,Pakistan,Developing
2015,739,765,0.347457627,Panama,Developing
2015,77,118,0.114451988,Mali,Developing
2015,913,1031,0.237018096,Costa Rica,Developing
2015,3879,5084,0.073713491,Luxembourg,Developed
2015,333,359.5,0.159722222,Thailand,Developing
2015,60.5,72,0.018473896,Madagascar,Developing
2015,611,622.5,0.267955801,Malaysia,Developing
2015,132.5,181,0.202986279,Cyprus,Developing
2015,987.5,1239,0.159395973,Czechia,Developing
2015,250.5,298,0.144293318,Cape Verde,Developing
2015,723.5,845.5,0.074626866,Lithuania,Developed
2015,248,268,-0.347431167,Viet Nam,Developing
2015,4747,3523,0.1,Qatar,Developed
2015,162,180,0.0951417,Cambodia,Developing
2015,223.5,247,0.059195455,Moldova,Developing
2015,5133.5,5456.5,0.159213759,Norway,Developed
2015,855.5,1017.5,0.089601046,Portugal,Developed
2015,696,764.5,0.056664006,Bolivia,Developing
2015,591,626.5,0.072215422,Belize,Developing
2015,379,408.5,0.206482453,Mongolia,Developing
2015,3403,4288.5,0.246031746,United States,Developed
2015,95,126,-0.259067358,Myanmar,Developing
2015,364.5,289.5,0.163797115,Philippines,Developing
2015,898.5,1074.5,0.277853077,Uruguay,Developing
2015,2664,3689,0.288629738,New Zealand,Developed
2015,366,514.5,0.362876753,Azerbaijan,Developing
2015,2135,3351,0.080789946,Austria,Developed
2015,512,557,0.31988024,Mauritius,Developing
2015,2839.5,4175,0.247357294,United Kingdom,Developed
2015,178,236.5,0.247706422,Armenia,Developing
2015,164,218,0.16097561,Ukraine,Developing
2015,172,205,0.143250328,Kyrgyzstan,Developing
2015,3268.5,3815,0.338714885,Finland,Developed
2015,2048,3097,0.119341564,South Korea,Developed
2015,214,243,0.23478971,Egypt,Developing
2015,937,1224.5,0.119105493,Slovakia,Developed
2015,906,1028.5,0.445506692,Greece,Developed
2015,145,261.5,0.224579664,Ghana,Developing
2015,3874,4996,0.168,Germany,Developed
2015,1924,2312.5,0.166149535,Spain,Developed
2015,4165.5,4995.5,0.041388518,Iceland,Developed
2015,359,374.5,0.096842105,Albania,Developing
2015,429,475,0.070581897,Bosnia and Herzegovina,Developing
2015,3450,3712,-0.068027211,Belgium,Developed
2015,157,147,0.263392857,Indonesia,Developing
2015,495,672,0.144702842,Kazakhstan,Developing
2015,827.5,967.5,-0.094855305,Hungary,Developing
2015,340.5,311,-0.011876485,El Salvador,Developing
2015,426,421,0.305008136,Guatemala,Developing
2015,1922,2765.5,0.058823529,Israel,Developed
2015,328,348.5,-0.076923077,Honduras,Developing
2015,560,520,-0.024875622,Ecuador,Developing
2015,206,201,-0.000629723,Sri Lanka,Developing
2015,1589,1588,0.14983165,Saudi Arabia,Developing
2015,3030,3564,0.224806202,France,Developed
2015,1600,2064,0.142028986,"Hong Kong, China",Developed
2015,444,517.5,0.001618123,Bulgaria,Developing
2015,1851,1854,0.292735043,Slovenia,Developed
2015,331,468,0.24742268,Georgia,Developing
2015,219,291,0.0833227,Dominican Republic,Developing
2015,3592,3918.5,0.291386033,Sweden,Developed
2015,1999,2821,0.148969889,Japan,Developed
2015,537,631,0.117039587,Brazil,Developing
2016,256.5,290.5,0.308551069,Viet Nam,Developing
2016,2911,4210,0.130153999,Isle of Man,Developed
2016,875.5,1006.5,-0.261324042,Portugal,Developed
2016,362,287,0.210036423,Philippines,Developing
2016,3904,4942,0.328752643,Germany,Developed
2016,317.5,473,0.072052695,Georgia,Developing
2016,3451.5,3719.5,-0.033057851,Belgium,Developed
2016,875,847,0.182533764,Panama,Developing
2016,4933,6034.5,0.072653061,Iceland,Developed
2016,568,612.5,0.281588448,Belize,Developing
2016,1990,2770,0.285714286,Israel,Developed
2016,220,308,0.178484108,Dominican Republic,Developing
2016,336,409,0.081769437,Belarus,Developing
2016,342.5,373,0.222406639,Mongolia,Developing
2016,1874,2410,0.067594433,Spain,Developed
2016,938,1006,0.235159817,Greece,Developed
2016,1675,2190,0.060102302,"Hong Kong, China",Developed
2016,367.5,391,0.000530082,Albania,Developing
2016,1885.5,1886.5,0.039503386,Slovenia,Developed
2016,425.5,443,0.323828921,Guatemala,Developing
2016,166,245.5,0.128657921,Armenia,Developing
2016,863.5,991,0.347591983,Hungary,Developing
2016,2181,3343,0.099175876,Austria,Developed
2016,4809.5,5339,0.136756482,Norway,Developed
2016,849,983.5,0.300295858,Uruguay,Developing
2016,236.5,338,0.277528387,Azerbaijan,Developing
2016,2736,3787,0.072727273,New Zealand,Developed
2016,229.5,247.5,0.04815864,Moldova,Developing
2016,168,176.5,0.083575581,Bangladesh,Developing
2016,1261,1376,-0.009287926,Barbados,Developing
2016,489,484.5,0.174893568,Namibia,Developing
2016,3585.5,4345.5,0.144084507,United States,Developed
2016,3038.5,3550,-0.11746988,France,Developed
2016,371,332,0.070404828,Honduras,Developing
2016,3697,3977,0.061764706,Sweden,Developed
2016,319,340,0.056326531,Egypt,Developing
2016,578,612.5,-0.084415584,Malaysia,Developing
2016,334,308,0.076923077,El Salvador,Developing
2016,780,845,-0.028384279,Bolivia,Developing
2016,235.5,229,0.180693069,Timor-Leste,Developing
2016,165.5,202,0.035986914,Cambodia,Developing
2016,884,917,0.212820513,Costa Rica,Developing
2016,3991,5070,-0.02213667,Luxembourg,Developed
2016,531,519.5,0.168605378,Ecuador,Developing
2016,6647,7995,0.100552165,Switzerland,Developed
2016,1547.5,1720.5,0.107635695,Saudi Arabia,Developing
2016,970,1087,0.296527159,Slovakia,Developed
2016,1580,2246,0.185022026,Cyprus,Developing
2016,555,681,0.325089489,Maldives,Developing
2016,2074,3073,0.247357294,South Korea,Developed
2016,178,236.5,0.206088993,Ukraine,Developing
2016,169.5,213.5,-0.000329308,Kyrgyzstan,Developing
2016,4556.5,4555,0.205797101,Qatar,Developed
2016,685,862.5,0.31180762,Jordan,Developing
2016,2547,3701,0.136514983,United Kingdom,Developed
2016,389,450.5,0.201005025,Bosnia and Herzegovina,Developing
2016,1033.5,1293.5,0.04009434,Czechia,Developing
2016,203.5,212,0.123831776,Sri Lanka,Developing
2016,562.5,642,0.096330275,Mauritius,Developing
2016,591,654,0.1,Brazil,Developing
2016,504,560,-0.078809107,Fiji,Developing
2016,308,285.5,0.287705957,Eswatini,Developing
2016,2248,3156,0.055514974,Japan,Developed
2016,646.5,684.5,0.067125645,Romania,Developing
2016,2710,2905,0.150355872,Singapore,Developed
2016,477.5,562,0.409090909,Bulgaria,Developing
2016,78,132,0.130939227,Mali,Developing
2016,786.5,905,0.538793103,Lithuania,Developed
2017,53.5,116,0.213296399,Ghana,Developing
2017,568,722,0.11588785,Russian Federation,Developing
2017,236.5,267.5,-0.144549763,Viet Nam,Developing
2017,966,844,0.297101449,Panama,Developing
2017,97,138,0.311288483,Rwanda,Developing
2017,2416,3508,-0.02919708,United Kingdom,Developed
2017,1551,1507,0.062804878,Saudi Arabia,Developing
2017,3842.5,4100,0.268292683,Sweden,Developed
2017,90,123,-0.006996065,Uganda,Developing
2017,4606,4574,0.165622202,Qatar,Developed
2017,3728,4468,-0.248188406,United States,Developed
2017,344.5,276,0.125991749,Philippines,Developing
2017,2754,3151,0.139694042,Singapore,Developed
2017,2137,2484,0.147095696,Spain,Developed
2017,1020.5,1196.5,0.118012422,Uruguay,Developing
2017,213,241.5,0.105621806,Sri Lanka,Developing
2017,1050,1174,0.072,Slovakia,Developed
2017,116,125,0.236272879,Togo,Developing
2017,229.5,300.5,0.323715059,Ukraine,Developing
2017,2250,3327,0.013192612,South Korea,Developed
2017,187,189.5,0.132894737,Pakistan,Developing
2017,659,760,0.20272259,Brazil,Developing
2017,4334,5436,0.122294917,Luxembourg,Developed
2017,872,993.5,0.168371361,Lithuania,Developed
2017,528.5,635.5,0.118,Bulgaria,Developing
2017,882,1000,-0.203431373,Latvia,Developed
2017,982,816,0.038461538,Costa Rica,Developing
2017,275,286,0.175,Lao People's Democratic Republic,Developing
2017,16.5,20,0.280952381,Kyrgyzstan,Developing
2017,1585.5,2205,0.005154639,Cyprus,Developing
2017,386,388,0.21230982,Zambia,Developing
2017,1139,1446,0.183654729,Czechia,Developing
2017,889,1089,0.026748971,Portugal,Developed
2017,473,486,0.218095238,Samoa,Developing
2017,410.5,525,0.16112532,Kazakhstan,Developing
2017,164,195.5,0.248447205,Côte d'Ivoire,Developing
2017,242,322,0.145367813,Dominican Republic,Developing
2017,3404,3983,0.027128862,Finland,Developed
2017,645.5,663.5,-0.094152626,Malaysia,Developing
2017,552,504.5,-0.106280193,Ecuador,Developing
2017,229,207,0.281229346,Egypt,Developing
2017,2175,3026,0.039274924,Japan,Developed
2017,318,331,0.207154088,El Salvador,Developing
2017,1008.5,1272,0.179876995,Hungary,Developing
2017,5934,7235.5,0.009749304,Iceland,Developed
2017,355.5,359,0.139626219,Honduras,Developing
2017,3176.5,3692,0.009825328,France,Developed
2017,453.5,458,0.374233129,Guatemala,Developing
2017,306,489,0.208624709,Georgia,Developing
2017,4074,5148,0.086575875,Germany,Developed
2017,939,1028,0.141025641,Greece,Developed
2017,402,468,0.124236253,Bosnia and Herzegovina,Developing
2017,215,245.5,0.230166503,Cambodia,Developing
2017,786,1021,0.101123596,Argentina,Developing
2017,320,356,0.049586777,Mongolia,Developing
2017,517.5,544.5,0.25,Jordan,Developing
2017,177,236,0.06,Armenia,Developing
2017,23.5,25,0.258064516,Moldova,Developing
2017,138,186,0.342857143,Nepal,Developing
2017,2277,3465,0.068929775,Austria,Developed
2017,3593,3859,0.17218543,Belgium,Developed
2017,437.5,528.5,0.099307159,Belarus,Developing
2017,585,649.5,0.069946543,Belize,Developing
2017,5132.5,5518.5,0.21875,Norway,Developed
2017,150,192,0.24500768,Bangladesh,Developing
2017,491.5,651,0.309734513,Mauritius,Developing
2017,234,339,0.0546875,Azerbaijan,Developing
2017,121,128,0.053229665,Myanmar,Developing
2017,791.5,836,0.427509294,Bolivia,Developing
2017,77,134.5,-0.025252525,Mali,Developing
2017,406,396,0.268033409,Albania,Developing
2017,2892,3951,-0.023876404,New Zealand,Developed
2018,364.5,356,0.136912752,El Salvador,Developing
2018,643,745,0.147058824,Argentina,Developing
2018,275.5,323,0.05174723,Dominican Republic,Developing
2018,3894,4106.5,0.218390805,Sweden,Developed
2018,170,217.5,0.282051282,Sri Lanka,Developing
2018,182,253.5,0.192307692,Armenia,Developing
2018,73.5,91,0.331499312,Gambia,Developing
2018,243,363.5,0.136450019,Azerbaijan,Developing
2018,2272,2631,-0.017582418,Spain,Developed
2018,463,455,0.274238227,Albania,Developing
2018,131,180.5,0.166377816,Pakistan,Developing
2018,240.5,288.5,0.322971114,Viet Nam,Developing
2018,2461,3635,0.128180276,Austria,Developed
2018,3598,4127,0.333161556,Finland,Developed
2018,2588,3881,0.094435076,United Kingdom,Developed
2018,537,593,0.061143984,Tonga,Developing
2018,476,507,0.12558937,Bosnia and Herzegovina,Developing
2018,1020,1166.5,0.019950125,Uruguay,Developing
2018,196.5,200.5,0.235457064,Chad,Developing
2018,138,180.5,0.150277008,Burkina Faso,Developing
2018,613.5,722,0.21456398,Bulgaria,Developing
2018,1310.5,1668.5,0.202263083,Czechia,Developing
2018,564,707,0.079093947,Belize,Developing
2018,3720,4039.5,0.135520685,Belgium,Developed
2018,606,701,0.083192805,Brazil,Developing
2018,815.5,889.5,0.282212445,Turkey,Developing
2018,1713,2386.5,0.072727273,Cyprus,Developing
2018,51,55,0.192937123,Costa Rica,Developing
2018,468.5,580.5,0.179692308,Belarus,Developing
2018,1333,1625,0.160493827,Curaçao,Developed
2018,3876,4617,0.095009597,United States,Developed
2018,471.5,521,0.240215924,Thailand,Developing
2018,281.5,370.5,0.052812859,Ukraine,Developing
2018,825,871,0.140625,Bolivia,Developing
2018,110,128,-0.023897059,Egypt,Developing
2018,557,544,-0.054189246,Ecuador,Developing
2018,5058,4798,-0.392649903,Qatar,Developed
2018,360,258.5,0.064220183,Philippines,Developing
2018,1020,1090,0.311434163,Greece,Developed
2018,2463,3577,0.15,South Korea,Developed
2018,17,20,0.124301075,Kyrgyzstan,Developing
2018,1018,1162.5,0.066901408,Latvia,Developed
2018,132.5,142,0.02627807,Myanmar,Developing
2018,1019,1046.5,0.323559151,Romania,Developing
2018,334.5,494.5,0.000659196,Georgia,Developing
2018,758,758.5,0.238888889,Malaysia,Developing
2018,548,720,0.125628141,Mauritius,Developing
2018,348,398,0.482200647,Mongolia,Developing
2018,80,154.5,0.013426737,Mali,Developing
2018,1690,1713,0.170565642,Saudi Arabia,Developing
2018,4751,5728,-0.001709402,Luxembourg,Developed
2018,293,292.5,0.079365079,Zambia,Developing
2018,29,31.5,0.18712908,Moldova,Developing
2018,4383,5392,0.26084278,Germany,Developed
2018,2999.5,4058,0.061857466,New Zealand,Developed
2018,5384,5739,0.168808912,Norway,Developed
2018,970,1167,0.022885572,Portugal,Developed
2018,491,502.5,0.099910394,Jordan,Developing
2018,1004.5,1116,0.10528386,Lithuania,Developed
2018,6824,7627,0.034334764,Iceland,Developed
2018,337.5,349.5,-0.089133089,Honduras,Developing
2018,892,819,0.262278107,Panama,Developing
2018,2493.5,3380,0.160325298,Israel,Developed
2018,2891,3443,0.118956255,Singapore,Developed
2018,1148,1303,0.277329894,Slovakia,Developed
2018,2241,3101,-0.269814503,Japan,Developed
2018,753,593,0.286652079,Namibia,Developing
2018,326,457,0.046490428,Guyana,Developing
2018,2092,2194,0.011337868,Slovenia,Developed
2018,436,441,0.078624079,Guatemala,Developing
2019,375,407,0.199351702,Mongolia,Developing
2019,494,617,-0.002544529,Mauritius,Developing
2019,394,393,0.189058729,Mexico,Developing
2019,504,621.5,0.119804401,Belarus,Developing
2019,360,409,0.184592871,Moldova,Developing
2019,3900.5,4783.5,0.135014837,United States,Developed
2019,1166,1348,-0.392190153,Slovakia,Developed
2019,410,294.5,0.292346299,Philippines,Developing
2019,282,398.5,0.252491694,Azerbaijan,Developing
2019,2925,3913,0.042490119,New Zealand,Developed
2019,484.5,506,0.061381074,Jordan,Developing
2019,367,391,0.140432099,El Salvador,Developing
2019,278.5,324,0.17221135,Viet Nam,Developing
2019,423,511,0.078014184,Peru,Developing
2019,130,141,0.130650995,Myanmar,Developing
2019,961.5,1106,0.214035088,Uruguay,Developing
2019,224,285,-0.024122807,Uzbekistan,Developing
2019,467,456,0.234750462,Guatemala,Developing
2019,207,270.5,-0.048467967,Armenia,Developing
2019,941,897.5,0.082670906,Panama,Developing
2019,577,629,0.023109244,Argentina,Developing
2019,465,476,0.145176695,Albania,Developing
2019,895,1047,0.199712644,Greece,Developed
2019,278.5,348,-0.215838509,Dominican Republic,Developing
2019,783,644,0.312588402,Maldives,Developing
2019,2430,3535,0.058914729,Austria,Developed
2019,5159.5,5482.5,0.095238095,Norway,Developed
2019,570,630,0.254826255,Belize,Developing
2019,193,259,-0.007281553,Japan,Developed
2019,830,824,0.105263158,Costa Rica,Developing
2019,663,741,-0.141274238,Serbia,Developing
2019,824,722,0.151898734,Lebanon,Developing
2019,502.5,592.5,-0.036639857,Thailand,Developing
2019,580,559.5,0.315462754,Ecuador,Developing
2019,2426,3544,0.126473585,South Korea,Developed
2019,3001,3435.5,0.142857143,Singapore,Developed
2019,18,21,0.037544461,Kyrgyzstan,Developing
2019,3653,3795.5,0.235476375,Sweden,Developed
2019,987,1291,0.126997477,Chile,Developing
2019,1038,1189,0.028612303,Latvia,Developed
2019,339.5,349.5,0.096560847,Honduras,Developing
2019,683,756,0.036256585,Turkey,Developing
2019,1555,1613.5,0.123893805,Saudi Arabia,Developing
2019,3465,3955,0.220620843,Finland,Developed
2019,351.5,451,-0.055717863,Ukraine,Developing
2019,5059,4792,0.156159069,Qatar,Developed
2019,435,515.5,0.308171745,Bosnia and Herzegovina,Developing
2019,499.5,722,0.105388155,Botswana,Developing
2019,6027,6737,0.164383562,Iceland,Developed
2019,610,730,0.065585331,Russian Federation,Developing
2019,1325,1418,0.172413793,Lithuania,Developed
2019,4308,5205.5,0.111764706,Germany,Developed
2019,604,680,-0.348837209,Brazil,Developing
2019,290,215,0.027352805,Lesotho,Developing
2019,1049,1078.5,0.310335712,Romania,Developing
2019,2609,3783,0.051515152,United Kingdom,Developed
2019,156.5,165,0.048275862,Kenya,Developing
2019,828,870,0.163522013,Bolivia,Developing
2019,133,159,,Egypt,Developing
